,pos_probs,neg_probs,labels
0,0.013045541010797024,0.9869545102119446,0
1,0.9956912398338318,0.0043088169768452644,1
2,0.34414157271385193,0.6558584570884705,0
3,0.9999911785125732,8.84825385583099e-06,1
4,0.4535977840423584,0.5464022159576416,1
5,0.7117910385131836,0.2882089912891388,0
6,0.9986419081687927,0.0013580498052760959,1
7,0.9902412295341492,0.009758749976754189,1
8,0.95693039894104,0.043069589883089066,1
9,0.01900217868387699,0.9809978604316711,0
10,0.19888846576213837,0.8011115193367004,1
11,0.002671724883839488,0.9973282814025879,0
12,0.8320757746696472,0.1679241806268692,1
13,0.9993176460266113,0.0006823223666287959,1
14,0.14725787937641144,0.852742075920105,0
15,0.047947414219379425,0.9520525932312012,1
16,0.33160027861595154,0.6683996915817261,0
17,0.5078286528587341,0.49217134714126587,1
18,0.5686339735984802,0.43136605620384216,1
19,0.8540446758270264,0.14595527946949005,1
20,0.7477282881736755,0.2522716820240021,1
21,0.11439928412437439,0.8856006860733032,0
22,0.3459808826446533,0.6540191769599915,0
23,0.19798901677131653,0.8020109534263611,0
24,0.002743321470916271,0.9972566962242126,0
25,0.47941094636917114,0.5205891132354736,1
26,0.995930016040802,0.004069967195391655,1
27,0.09135977178812027,0.9086402058601379,0
28,0.9999992847442627,6.621950205953908e-07,1
29,0.7977033257484436,0.2022966742515564,1
30,0.9939688444137573,0.006031146738678217,1
31,0.7174745798110962,0.2825253903865814,1
32,0.35013556480407715,0.6498644351959229,1
33,0.6060751080513,0.39392489194869995,1
34,0.8271767497062683,0.1728232204914093,1
35,0.9172934293746948,0.08270657062530518,1
36,0.951095461845398,0.04890446364879608,1
37,0.5332691669464111,0.4667307734489441,0
38,0.48789870738983154,0.5121013522148132,1
39,0.43576401472091675,0.5642359852790833,1
40,0.9964715242385864,0.0035284811165183783,1
41,0.9958019852638245,0.0041980198584496975,1
42,0.00048180375597439706,0.9995181560516357,0
43,0.008591992780566216,0.9914079308509827,0
44,0.9469359517097473,0.05306403711438179,1
45,0.5630189776420593,0.43698105216026306,0
46,0.9390343427658081,0.06096562370657921,1
47,0.9996806383132935,0.0003193923330400139,1
48,0.4248616099357605,0.5751383304595947,1
49,0.9998290538787842,0.0001708797790342942,1
50,0.9647195339202881,0.03528045490384102,1
51,0.9999154806137085,8.455377246718854e-05,1
52,0.6423755884170532,0.35762444138526917,1
53,0.4060312807559967,0.5939686894416809,1
54,0.15174582600593567,0.8482542037963867,0
55,0.9081966280937195,0.09180334210395813,1
56,0.2033454030752182,0.7966545820236206,1
57,0.9875182509422302,0.012481722049415112,1
58,0.07024285197257996,0.9297571182250977,0
59,0.27074623107910156,0.7292538285255432,0
60,0.9234165549278259,0.07658343762159348,1
61,0.3642176389694214,0.6357823610305786,1
62,0.004435445182025433,0.9955645799636841,0
63,0.9999897480010986,1.021130992739927e-05,1
64,0.09566120058298111,0.9043388366699219,0
65,0.08020615577697754,0.9197938442230225,1
66,0.978198766708374,0.021801216527819633,1
67,0.42305803298950195,0.576941967010498,0
68,0.9026370644569397,0.0973629429936409,1
69,0.5498927235603333,0.45010730624198914,1
70,0.9626259207725525,0.03737415000796318,1
71,0.1256517767906189,0.8743482232093811,0
72,0.13629722595214844,0.8637027740478516,0
73,0.06354254484176636,0.9364574551582336,0
74,0.8788202404975891,0.12117981165647507,1
75,0.9825944304466248,0.017405536025762558,1
76,0.965796709060669,0.03420328348875046,1
77,0.45040589570999146,0.5495941042900085,1
78,0.9612892270088196,0.038710761815309525,1
79,0.9575971961021423,0.042402759194374084,1
80,0.9717607498168945,0.028239302337169647,1
81,0.005210994277149439,0.9947890043258667,0
82,0.011676396243274212,0.9883235692977905,1
83,0.3245963752269745,0.6754035949707031,1
84,0.9780058860778809,0.021994128823280334,1
85,0.5359305143356323,0.4640694856643677,1
86,0.46978986263275146,0.5302101373672485,1
87,0.8693999648094177,0.13060007989406586,0
88,0.9180125594139099,0.08198747038841248,1
89,0.9989680051803589,0.001032007858157158,1
90,0.9988443851470947,0.001155615202151239,1
91,0.3787519931793213,0.6212480664253235,1
92,0.5666225552558899,0.4333774745464325,1
93,0.8185468316078186,0.1814531534910202,1
94,0.011829681694507599,0.9881702661514282,0
95,0.9774007201194763,0.02259930409491062,1
96,0.1171436533331871,0.8828563690185547,1
97,0.23871293663978577,0.7612870335578918,1
98,0.9989097118377686,0.0010903100483119488,1
99,0.04891132190823555,0.9510886669158936,0
100,0.8768986463546753,0.12310139089822769,1
101,0.06941559910774231,0.9305844306945801,0
102,0.32704460620880127,0.6729553937911987,1
103,0.38047200441360474,0.61952805519104,0
104,0.9976327419281006,0.0023672091774642467,1
105,0.054633598774671555,0.9453664422035217,0
106,0.9734985828399658,0.026501383632421494,1
107,0.30482977628707886,0.6951702237129211,0
108,0.13755933940410614,0.8624406456947327,0
109,0.8600314259529114,0.139968603849411,1
110,0.9747369885444641,0.02526300773024559,1
111,0.631820797920227,0.3681791424751282,1
112,0.9037400484085083,0.09625998139381409,1
113,0.999231219291687,0.0007688420009799302,1
114,0.10259366035461426,0.8974063396453857,1
115,0.4528489112854004,0.5471510291099548,0
116,0.5746216773986816,0.42537832260131836,0
117,0.15799179673194885,0.8420082330703735,0
118,0.03807337209582329,0.9619266390800476,0
119,0.9999517202377319,4.833578350371681e-05,1
120,0.9948535561561584,0.005146511364728212,1
121,6.556053995154798e-05,0.9999344348907471,0
122,0.8756769895553589,0.12432301044464111,1
123,0.993388295173645,0.006611682940274477,1
124,0.1187906339764595,0.8812093138694763,0
125,0.9924288392066956,0.007571140304207802,1
126,0.9928792119026184,0.0071207876317203045,1
127,0.7718027234077454,0.22819730639457703,1
128,0.04553992673754692,0.9544600248336792,0
129,0.3771686851978302,0.6228312849998474,0
130,0.033635761588811874,0.9663642644882202,1
131,0.6360915899276733,0.36390841007232666,1
132,0.49044379591941833,0.509556233882904,1
133,5.8356559748062864e-05,0.9999415874481201,0
134,0.8295859694480896,0.1704140156507492,1
135,0.125663161277771,0.874336838722229,0
136,0.08854563534259796,0.9114543199539185,0
137,0.827328085899353,0.1726718693971634,1
138,0.08449669182300568,0.9155032634735107,0
139,0.9922119379043579,0.007788138929754496,1
140,0.8509053587913513,0.14909464120864868,1
141,0.967705249786377,0.032294806092977524,1
142,0.3114657998085022,0.688534140586853,1
143,0.19620588421821594,0.8037941455841064,0
144,0.9050724506378174,0.094927579164505,1
145,0.025559382513165474,0.9744405746459961,0
146,0.06636001169681549,0.9336400032043457,0
147,0.04408387839794159,0.9559160470962524,0
148,0.05929866060614586,0.9407013058662415,0
149,0.11102006584405899,0.888979971408844,0
150,0.06364167481660843,0.9363583922386169,0
151,0.003016100963577628,0.9969839453697205,0
152,0.9264860153198242,0.07351404428482056,1
153,0.05629594624042511,0.9437040686607361,0
154,0.025357697159051895,0.9746423363685608,0
