,pos_probs,neg_probs,labels
0,0.004837993532419205,0.9951620697975159,0
1,0.9983431100845337,0.0016568460268899798,1
2,0.0771394670009613,0.9228605031967163,0
3,0.9999991655349731,7.891646873758873e-07,1
4,0.017936432734131813,0.9820635318756104,1
5,0.1933707743883133,0.8066292405128479,0
6,0.8972558975219727,0.10274411737918854,1
7,0.8589149117469788,0.14108513295650482,1
8,0.9874448776245117,0.012555139139294624,1
9,0.00221273978240788,0.9977872371673584,0
10,0.19109219312667847,0.8089078068733215,1
11,4.831522892345674e-05,0.9999517202377319,0
12,0.8340593576431274,0.16594067215919495,1
13,0.9586568474769592,0.04134316369891167,1
14,0.012674244120717049,0.9873257875442505,0
15,0.08310787379741669,0.9168920516967773,1
16,0.05482448264956474,0.9451755881309509,0
17,0.17530667781829834,0.8246933221817017,1
18,0.4579535126686096,0.5420464873313904,1
19,0.722202718257904,0.27779725193977356,1
20,0.8720298409461975,0.1279701292514801,1
21,0.14109185338020325,0.8589081168174744,0
22,0.021029872819781303,0.9789701104164124,0
23,0.07102122157812119,0.9289788007736206,0
24,0.006759454030543566,0.9932405948638916,0
25,0.08872170746326447,0.911278247833252,1
26,0.9769362807273865,0.023063765838742256,1
27,0.14204663038253784,0.8579533696174622,0
28,0.999620795249939,0.00037917125155217946,1
29,0.4737032353878021,0.5262967348098755,1
30,0.9852820038795471,0.014718023128807545,1
31,0.9663601517677307,0.03363988921046257,1
32,0.005492268595844507,0.9945077300071716,1
33,0.011142490431666374,0.9888575077056885,1
34,0.5247179865837097,0.4752819538116455,1
35,0.6693195104598999,0.3306805491447449,1
36,0.900015115737915,0.09998484700918198,1
37,0.2365570366382599,0.7634429931640625,0
38,0.0062012276612222195,0.9937987923622131,1
39,0.24748720228672028,0.7525128126144409,1
40,0.9646452069282532,0.03535477817058563,1
41,0.9740129709243774,0.025987057015299797,1
42,0.0016999688232317567,0.9983000159263611,0
43,2.4135440526151797e-06,0.999997615814209,0
44,0.5671727657318115,0.43282726407051086,1
45,0.0006656451732851565,0.9993342757225037,0
46,0.6402876973152161,0.3597123324871063,1
47,0.9983437061309814,0.0016562743112444878,1
48,0.11911623924970627,0.8808838129043579,1
49,0.9994971752166748,0.0005027949227951467,1
50,0.9883606433868408,0.011639383621513844,1
51,0.9994840621948242,0.0005158580606803298,1
52,0.4947347342967987,0.5052652955055237,1
53,0.0102436738088727,0.9897562861442566,1
54,0.21940356492996216,0.7805964350700378,0
55,0.8603470921516418,0.13965283334255219,1
56,0.16928420960903168,0.8307157754898071,1
57,0.9173147678375244,0.082685187458992,1
58,0.001443052664399147,0.998556911945343,0
59,0.0029406475368887186,0.9970593452453613,0
60,0.9761453866958618,0.02385459467768669,1
61,0.17302921414375305,0.8269707560539246,1
62,0.0012064649490639567,0.9987934827804565,0
63,0.9999997615814209,2.566240482337889e-07,1
64,0.04915844276547432,0.9508416056632996,0
65,0.9183434247970581,0.08165659010410309,1
66,0.9512093663215637,0.04879060387611389,1
67,0.9057924151420593,0.09420754015445709,0
68,0.11028897762298584,0.8897109627723694,1
69,0.011757309548556805,0.9882426857948303,1
70,0.9939496517181396,0.006050375290215015,1
71,0.14868712425231934,0.8513128757476807,0
72,0.13461531698703766,0.8653846383094788,0
73,0.025225982069969177,0.9747740030288696,0
74,0.5093330144882202,0.4906670153141022,1
75,0.9988213181495667,0.0011786933755502105,1
76,0.9914446473121643,0.008555340580642223,1
77,0.9481556415557861,0.05184429511427879,1
78,0.8938365578651428,0.10616347938776016,1
79,0.8487145304679871,0.15128542482852936,1
80,0.11994161456823349,0.8800583481788635,1
81,0.023285046219825745,0.9767149090766907,0
82,0.03530304878950119,0.9646969437599182,1
83,0.1152290552854538,0.884770929813385,1
84,0.7152842283248901,0.28471577167510986,1
85,0.4203263819217682,0.5796736478805542,1
86,0.047389306128025055,0.9526107311248779,1
87,0.09616155177354813,0.9038384556770325,0
88,0.4954293370246887,0.5045706629753113,1
89,0.9998756647109985,0.0001242708385689184,1
90,0.9989216327667236,0.0010783682810142636,1
91,0.15686284005641937,0.8431372046470642,1
92,0.5210036635398865,0.4789963364601135,1
93,0.3763207197189331,0.6236793398857117,1
94,0.020938733592629433,0.9790613055229187,0
95,0.9968026876449585,0.003197347279638052,1
96,0.5645797848701477,0.4354202449321747,1
97,0.11590700596570969,0.8840930461883545,1
98,0.9993129968643188,0.0006870391662232578,1
99,0.28749385476112366,0.7125061750411987,0
100,0.9933645725250244,0.0066354586742818356,1
101,0.006431032437831163,0.9935688972473145,0
102,0.08895683288574219,0.911043107509613,1
103,0.018274085596203804,0.9817258715629578,0
104,0.9999815225601196,1.8471704606781714e-05,1
105,0.004075220786035061,0.9959248304367065,0
106,0.4318522810935974,0.5681477189064026,1
107,0.02243344485759735,0.9775665402412415,0
108,0.5914157032966614,0.4085842967033386,0
109,0.9519093632698059,0.048090606927871704,1
110,0.7575782537460327,0.2424217164516449,1
111,0.9366333484649658,0.06336662918329239,1
112,0.7675220370292664,0.23247796297073364,1
113,0.9999674558639526,3.255403134971857e-05,1
114,0.011984112672507763,0.9880159497261047,1
115,0.6389521956443787,0.36104780435562134,0
116,0.04535412788391113,0.9546458721160889,0
117,0.0006593975122086704,0.9993405938148499,0
118,0.006817985326051712,0.9931820034980774,0
119,0.9849318861961365,0.015068048611283302,1
120,0.998087465763092,0.0019125401740893722,1
